Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2016-17,29/04/17,Sociedad,Granada,2,1,H,1,0,H
2016-17,30/04/17,Betis,Alaves,1,4,A,1,0,H
2016-17,30/04/17,Celta,Ath Bilbao,0,3,A,0,1,A
2016-17,30/04/17,Eibar,Leganes,2,0,H,0,0,D
2016-17,30/04/17,Osasuna,La Coruna,2,2,D,1,1,D
2016-17,1/5/2017,Malaga,Sevilla,4,2,H,1,1,D
2016-17,5/5/2017,Sevilla,Sociedad,1,1,D,1,0,H
2016-17,6/5/2017,Ath Madrid,Eibar,1,0,H,0,0,D
2016-17,6/5/2017,Barcelona,Villarreal,4,1,H,2,1,H
2016-17,6/5/2017,Granada,Real Madrid,0,4,A,0,4,A
2016-17,6/5/2017,Sp Gijon,Las Palmas,1,0,H,0,0,D
2016-17,7/5/2017,Alaves,Ath Bilbao,1,0,H,0,0,D
2016-17,7/5/2017,La Coruna,Espanol,1,2,A,0,2,A
2016-17,7/5/2017,Malaga,Celta,3,0,H,1,0,H
2016-17,7/5/2017,Valencia,Osasuna,4,1,H,2,0,H
2016-17,8/5/2017,Leganes,Betis,4,0,H,2,0,H
2016-17,13/05/17,Espanol,Valencia,0,1,A,0,0,D
2016-17,13/05/17,Osasuna,Granada,2,1,H,1,1,D
2016-17,14/05/17,Alaves,Celta,3,1,H,3,0,H
2016-17,14/05/17,Ath Bilbao,Leganes,1,1,D,1,0,H
2016-17,14/05/17,Betis,Ath Madrid,1,1,D,0,0,D
2016-17,14/05/17,Eibar,Sp Gijon,0,1,A,0,1,A
2016-17,14/05/17,Las Palmas,Barcelona,1,4,A,0,2,A
2016-17,14/05/17,Real Madrid,Sevilla,4,1,H,2,0,H
2016-17,14/05/17,Sociedad,Malaga,2,2,D,1,1,D
2016-17,14/05/17,Villarreal,La Coruna,0,0,D,0,0,D
2016-17,17/05/17,Celta,Real Madrid,1,4,A,0,1,A
2016-17,19/05/17,Granada,Espanol,1,2,A,1,2,A
2016-17,20/05/17,La Coruna,Las Palmas,3,0,H,3,0,H
2016-17,20/05/17,Leganes,Alaves,1,1,D,0,0,D
2016-17,20/05/17,Sevilla,Osasuna,5,0,H,3,0,H
2016-17,20/05/17,Sp Gijon,Betis,2,2,D,1,1,D
2016-17,21/05/17,Ath Madrid,Ath Bilbao,3,1,H,2,0,H
2016-17,21/05/17,Barcelona,Eibar,4,2,H,0,1,A
2016-17,21/05/17,Celta,Sociedad,2,2,D,0,0,D
2016-17,21/05/17,Malaga,Real Madrid,0,2,A,0,1,A
2016-17,21/05/17,Valencia,Villarreal,1,3,A,0,1,A
2017-18,18/08/17,Leganes,Alaves,1,0,H,1,0,H
2017-18,18/08/17,Valencia,Las Palmas,1,0,H,1,0,H
2017-18,19/08/17,Celta,Sociedad,2,3,A,1,1,D
2017-18,19/08/17,Girona,Ath Madrid,2,2,D,2,0,H
2017-18,19/08/17,Sevilla,Espanol,1,1,D,1,1,D
2017-18,20/08/17,Ath Bilbao,Getafe,0,0,D,0,0,D
2017-18,20/08/17,Barcelona,Betis,2,0,H,2,0,H
2017-18,20/08/17,La Coruna,Real Madrid,0,3,A,0,2,A
2017-18,21/08/17,Levante,Villarreal,1,0,H,0,0,D
2017-18,21/08/17,Malaga,Eibar,0,1,A,0,0,D
2017-18,25/08/17,Betis,Celta,2,1,H,1,1,D
2017-18,25/08/17,Sociedad,Villarreal,3,0,H,3,0,H
2017-18,26/08/17,Alaves,Barcelona,0,2,A,0,0,D
2017-18,26/08/17,Girona,Malaga,1,0,H,1,0,H
2017-18,26/08/17,Las Palmas,Ath Madrid,1,5,A,0,2,A
2017-18,26/08/17,Levante,La Coruna,2,2,D,1,2,A
2017-18,27/08/17,Eibar,Ath Bilbao,0,1,A,0,1,A
2017-18,27/08/17,Espanol,Leganes,0,1,A,0,1,A
2017-18,27/08/17,Getafe,Sevilla,0,1,A,0,0,D
2017-18,27/08/17,Real Madrid,Valencia,2,2,D,1,1,D
2017-18,8/9/2017,Leganes,Getafe,1,2,A,0,1,A
2017-18,9/9/2017,Barcelona,Espanol,5,0,H,2,0,H
2017-18,9/9/2017,Real Madrid,Levante,1,1,D,1,1,D
2017-18,9/9/2017,Sevilla,Eibar,3,0,H,0,0,D
2017-18,9/9/2017,Valencia,Ath Madrid,0,0,D,0,0,D
2017-18,10/9/2017,Ath Bilbao,Girona,2,0,H,1,0,H
2017-18,10/9/2017,Celta,Alaves,1,0,H,1,0,H
2017-18,10/9/2017,La Coruna,Sociedad,2,4,A,1,2,A
2017-18,10/9/2017,Villarreal,Betis,3,1,H,1,1,D
2017-18,11/9/2017,Malaga,Las Palmas,1,3,A,0,1,A
2017-18,15/09/17,Eibar,Leganes,1,0,H,0,0,D
2017-18,16/09/17,Ath Madrid,Malaga,1,0,H,0,0,D
2017-18,16/09/17,Betis,La Coruna,2,1,H,1,1,D
2017-18,16/09/17,Getafe,Barcelona,1,2,A,1,0,H
2017-18,16/09/17,Levante,Valencia,1,1,D,1,1,D
2017-18,17/09/17,Alaves,Villarreal,0,3,A,0,1,A
2017-18,17/09/17,Girona,Sevilla,0,1,A,0,0,D
2017-18,17/09/17,Las Palmas,Ath Bilbao,1,0,H,0,0,D
2017-18,17/09/17,Sociedad,Real Madrid,1,3,A,1,2,A
2017-18,18/09/17,Espanol,Celta,2,1,H,2,0,H
2017-18,19/09/17,Barcelona,Eibar,6,1,H,2,0,H
2017-18,19/09/17,Valencia,Malaga,5,0,H,1,0,H
2017-18,20/09/17,Ath Bilbao,Ath Madrid,1,2,A,0,0,D
2017-18,20/09/17,La Coruna,Alaves,1,0,H,1,0,H
2017-18,20/09/17,Leganes,Girona,0,0,D,0,0,D
2017-18,20/09/17,Real Madrid,Betis,0,1,A,0,0,D
2017-18,20/09/17,Sevilla,Las Palmas,1,0,H,0,0,D
2017-18,21/09/17,Celta,Getafe,1,1,D,1,0,H
2017-18,21/09/17,Levante,Sociedad,3,0,H,1,0,H
2017-18,21/09/17,Villarreal,Espanol,0,0,D,0,0,D
2017-18,23/09/17,Alaves,Real Madrid,1,2,A,1,2,A
2017-18,23/09/17,Ath Madrid,Sevilla,2,0,H,0,0,D
2017-18,23/09/17,Girona,Barcelona,0,3,A,0,1,A
2017-18,23/09/17,Malaga,Ath Bilbao,3,3,D,1,1,D
2017-18,24/09/17,Eibar,Celta,0,4,A,0,3,A
2017-18,24/09/17,Espanol,La Coruna,4,1,H,2,0,H
2017-18,24/09/17,Getafe,Villarreal,4,0,H,0,0,D
2017-18,24/09/17,Las Palmas,Leganes,0,2,A,0,0,D
2017-18,24/09/17,Sociedad,Valencia,2,3,A,1,1,D
2017-18,25/09/17,Betis,Levante,4,0,H,0,0,D
2017-18,29/09/17,Celta,Girona,3,3,D,2,2,D
2017-18,30/09/17,La Coruna,Getafe,2,1,H,0,0,D
2017-18,30/09/17,Leganes,Ath Madrid,0,0,D,0,0,D
2017-18,30/09/17,Levante,Alaves,0,2,A,0,1,A
2017-18,30/09/17,Sevilla,Malaga,2,0,H,0,0,D
2017-18,1/10/2017,Barcelona,Las Palmas,3,0,H,0,0,D
2017-18,1/10/2017,Real Madrid,Espanol,2,0,H,1,0,H
2017-18,1/10/2017,Sociedad,Betis,4,4,D,2,2,D
2017-18,1/10/2017,Valencia,Ath Bilbao,3,2,H,2,0,H
2017-18,1/10/2017,Villarreal,Eibar,3,0,H,1,0,H
2017-18,13/10/17,Espanol,Levante,0,0,D,0,0,D
2017-18,14/10/17,Alaves,Sociedad,0,2,A,0,0,D
2017-18,14/10/17,Ath Bilbao,Sevilla,1,0,H,1,0,H
2017-18,14/10/17,Ath Madrid,Barcelona,1,1,D,1,0,H
2017-18,14/10/17,Getafe,Real Madrid,1,2,A,0,1,A
2017-18,15/10/17,Betis,Valencia,3,6,A,0,2,A
2017-18,15/10/17,Eibar,La Coruna,0,0,D,0,0,D
2017-18,15/10/17,Girona,Villarreal,1,2,A,1,2,A
2017-18,15/10/17,Malaga,Leganes,0,2,A,0,0,D
2017-18,16/10/17,Las Palmas,Celta,2,5,A,0,2,A
2017-18,21/10/17,Barcelona,Malaga,2,0,H,1,0,H
2017-18,21/10/17,Betis,Alaves,2,0,H,1,0,H
2017-18,21/10/17,Levante,Getafe,1,1,D,0,0,D
2017-18,21/10/17,Valencia,Sevilla,4,0,H,1,0,H
2017-18,22/10/17,Celta,Ath Madrid,0,1,A,0,1,A
2017-18,22/10/17,Leganes,Ath Bilbao,1,0,H,0,0,D
2017-18,22/10/17,Real Madrid,Eibar,3,0,H,2,0,H
2017-18,22/10/17,Villarreal,Las Palmas,4,0,H,0,0,D
2017-18,23/10/17,La Coruna,Girona,1,2,A,0,1,A
2017-18,23/10/17,Sociedad,Espanol,1,1,D,0,1,A
2017-18,28/10/17,Alaves,Valencia,1,2,A,0,1,A
2017-18,28/10/17,Ath Bilbao,Barcelona,0,2,A,0,1,A
2017-18,28/10/17,Ath Madrid,Villarreal,1,1,D,0,0,D
2017-18,28/10/17,Sevilla,Leganes,2,1,H,1,0,H
2017-18,29/10/17,Eibar,Levante,2,2,D,0,2,A
2017-18,29/10/17,Getafe,Sociedad,2,1,H,0,1,A
2017-18,29/10/17,Girona,Real Madrid,2,1,H,0,1,A
2017-18,29/10/17,Malaga,Celta,2,1,H,1,0,H
2017-18,30/10/17,Espanol,Betis,1,0,H,0,0,D
2017-18,30/10/17,Las Palmas,La Coruna,1,3,A,1,1,D
2017-18,3/11/2017,Betis,Getafe,2,2,D,0,2,A
2017-18,4/11/2017,Alaves,Espanol,1,0,H,1,0,H
2017-18,4/11/2017,Barcelona,Sevilla,2,1,H,1,0,H
2017-18,4/11/2017,La Coruna,Ath Madrid,0,1,A,0,0,D
2017-18,4/11/2017,Valencia,Leganes,3,0,H,1,0,H
2017-18,5/11/2017,Celta,Ath Bilbao,3,1,H,3,1,H
2017-18,5/11/2017,Levante,Girona,1,2,A,0,0,D
2017-18,5/11/2017,Real Madrid,Las Palmas,3,0,H,1,0,H
2017-18,5/11/2017,Sociedad,Eibar,3,1,H,2,0,H
2017-18,5/11/2017,Villarreal,Malaga,2,0,H,0,0,D
2017-18,17/11/17,Girona,Sociedad,1,1,D,0,1,A
2017-18,18/11/17,Ath Madrid,Real Madrid,0,0,D,0,0,D
2017-18,18/11/17,Getafe,Alaves,4,1,H,2,0,H
2017-18,18/11/17,Leganes,Barcelona,0,3,A,0,1,A
2017-18,18/11/17,Sevilla,Celta,2,1,H,1,1,D
2017-18,19/11/17,Ath Bilbao,Villarreal,1,1,D,0,1,A
2017-18,19/11/17,Espanol,Valencia,0,2,A,0,0,D
2017-18,19/11/17,Las Palmas,Levante,0,2,A,0,0,D
2017-18,19/11/17,Malaga,La Coruna,3,2,H,1,1,D
2017-18,20/11/17,Eibar,Betis,5,0,H,2,0,H
2017-18,24/11/17,Celta,Leganes,1,0,H,1,0,H
2017-18,25/11/17,Alaves,Eibar,1,2,A,0,1,A
2017-18,25/11/17,Betis,Girona,2,2,D,0,1,A
2017-18,25/11/17,Levante,Ath Madrid,0,5,A,0,2,A
2017-18,25/11/17,Real Madrid,Malaga,3,2,H,2,1,H
2017-18,26/11/17,La Coruna,Ath Bilbao,2,2,D,1,1,D
2017-18,26/11/17,Sociedad,Las Palmas,2,2,D,1,1,D
2017-18,26/11/17,Valencia,Barcelona,1,1,D,0,0,D
2017-18,26/11/17,Villarreal,Sevilla,2,3,A,1,0,H
2017-18,27/11/17,Espanol,Getafe,1,0,H,0,0,D
2017-18,1/12/2017,Malaga,Levante,0,0,D,0,0,D
2017-18,2/12/2017,Ath Bilbao,Real Madrid,0,0,D,0,0,D
2017-18,2/12/2017,Ath Madrid,Sociedad,2,1,H,0,1,A
2017-18,2/12/2017,Barcelona,Celta,2,2,D,1,1,D
2017-18,2/12/2017,Sevilla,La Coruna,2,0,H,1,0,H
2017-18,3/12/2017,Eibar,Espanol,3,1,H,2,0,H
2017-18,3/12/2017,Getafe,Valencia,1,0,H,0,0,D
2017-18,3/12/2017,Las Palmas,Betis,1,0,H,1,0,H
2017-18,3/12/2017,Leganes,Villarreal,3,1,H,0,0,D
2017-18,4/12/2017,Girona,Alaves,2,3,A,0,0,D
2017-18,8/12/2017,Alaves,Las Palmas,2,0,H,1,0,H
2017-18,9/12/2017,Getafe,Eibar,0,0,D,0,0,D
2017-18,9/12/2017,La Coruna,Leganes,1,0,H,1,0,H
2017-18,9/12/2017,Real Madrid,Sevilla,5,0,H,5,0,H
2017-18,9/12/2017,Valencia,Celta,2,1,H,1,0,H
2017-18,10/12/2017,Betis,Ath Madrid,0,1,A,0,1,A
2017-18,10/12/2017,Levante,Ath Bilbao,1,2,A,0,1,A
2017-18,10/12/2017,Sociedad,Malaga,0,2,A,0,1,A
2017-18,10/12/2017,Villarreal,Barcelona,0,2,A,0,0,D
2017-18,11/12/2017,Espanol,Girona,0,1,A,0,1,A
2017-18,15/12/17,Sevilla,Levante,0,0,D,0,0,D
2017-18,16/12/17,Ath Bilbao,Sociedad,0,0,D,0,0,D
2017-18,16/12/17,Ath Madrid,Alaves,1,0,H,0,0,D
2017-18,16/12/17,Eibar,Valencia,2,1,H,0,0,D
2017-18,17/12/17,Barcelona,La Coruna,4,0,H,2,0,H
2017-18,17/12/17,Celta,Villarreal,0,1,A,0,1,A
2017-18,17/12/17,Girona,Getafe,1,0,H,1,0,H
2017-18,17/12/17,Las Palmas,Espanol,2,2,D,0,2,A
2017-18,18/12/17,Malaga,Betis,0,2,A,0,1,A
2017-18,19/12/17,Levante,Leganes,0,0,D,0,0,D
2017-18,20/12/17,Getafe,Las Palmas,2,0,H,2,0,H
2017-18,20/12/17,Sociedad,Sevilla,3,1,H,1,1,D
2017-18,21/12/17,Alaves,Malaga,1,0,H,0,0,D
2017-18,21/12/17,Eibar,Girona,4,1,H,2,1,H
2017-18,22/12/17,Betis,Ath Bilbao,0,2,A,0,1,A
2017-18,22/12/17,Espanol,Ath Madrid,1,0,H,0,0,D
2017-18,23/12/17,La Coruna,Celta,1,3,A,0,2,A
2017-18,23/12/17,Real Madrid,Barcelona,0,3,A,0,0,D
2017-18,23/12/17,Valencia,Villarreal,0,1,A,0,1,A
2017-18,6/1/2018,Ath Madrid,Getafe,2,0,H,1,0,H
2017-18,6/1/2018,Las Palmas,Eibar,1,2,A,1,0,H
2017-18,6/1/2018,Sevilla,Betis,3,5,A,2,2,D
2017-18,6/1/2018,Valencia,Girona,2,1,H,1,1,D
2017-18,7/1/2018,Ath Bilbao,Alaves,2,0,H,1,0,H
2017-18,7/1/2018,Barcelona,Levante,3,0,H,2,0,H
2017-18,7/1/2018,Celta,Real Madrid,2,2,D,1,2,A
2017-18,7/1/2018,Leganes,Sociedad,1,0,H,0,0,D
2017-18,7/1/2018,Villarreal,La Coruna,1,1,D,1,0,H
2017-18,8/1/2018,Malaga,Espanol,0,1,A,0,1,A
2017-18,12/1/2018,Getafe,Malaga,1,0,H,0,0,D
2017-18,13/01/18,Eibar,Ath Madrid,0,1,A,0,1,A
2017-18,13/01/18,Girona,Las Palmas,6,0,H,1,0,H
2017-18,13/01/18,La Coruna,Valencia,1,2,A,0,1,A
2017-18,13/01/18,Real Madrid,Villarreal,0,1,A,0,0,D
2017-18,14/01/18,Alaves,Sevilla,1,0,H,0,0,D
2017-18,14/01/18,Espanol,Ath Bilbao,1,1,D,1,1,D
2017-18,14/01/18,Levante,Celta,0,1,A,0,1,A
2017-18,14/01/18,Sociedad,Barcelona,2,4,A,2,1,H
2017-18,15/01/18,Betis,Leganes,3,2,H,2,1,H
2017-18,19/01/18,Getafe,Ath Bilbao,2,2,D,1,1,D
2017-18,20/01/18,Ath Madrid,Girona,1,1,D,1,0,H
2017-18,20/01/18,Espanol,Sevilla,0,3,A,0,2,A
2017-18,20/01/18,Las Palmas,Valencia,2,1,H,1,1,D
2017-18,20/01/18,Villarreal,Levante,2,1,H,1,0,H
2017-18,21/01/18,Alaves,Leganes,2,2,D,0,0,D
2017-18,21/01/18,Betis,Barcelona,0,5,A,0,0,D
2017-18,21/01/18,Real Madrid,La Coruna,7,1,H,2,1,H
2017-18,21/01/18,Sociedad,Celta,1,2,A,1,1,D
2017-18,22/01/18,Eibar,Malaga,1,1,D,0,1,A
2017-18,26/01/18,Ath Bilbao,Eibar,1,1,D,0,0,D
2017-18,27/01/18,La Coruna,Levante,2,2,D,2,0,H
2017-18,27/01/18,Malaga,Girona,0,0,D,0,0,D
2017-18,27/01/18,Valencia,Real Madrid,1,4,A,0,2,A
2017-18,27/01/18,Villarreal,Sociedad,4,2,H,4,1,H
2017-18,28/01/18,Ath Madrid,Las Palmas,3,0,H,0,0,D
2017-18,28/01/18,Barcelona,Alaves,2,1,H,0,1,A
2017-18,28/01/18,Leganes,Espanol,3,2,H,1,0,H
2017-18,28/01/18,Sevilla,Getafe,1,1,D,0,0,D
2017-18,29/01/18,Celta,Betis,3,2,H,1,0,H
2017-18,2/2/2018,Sociedad,La Coruna,5,0,H,1,0,H
2017-18,3/2/2018,Alaves,Celta,2,1,H,2,0,H
2017-18,3/2/2018,Betis,Villarreal,2,1,H,1,0,H
2017-18,3/2/2018,Eibar,Sevilla,5,1,H,3,1,H
2017-18,3/2/2018,Levante,Real Madrid,2,2,D,1,1,D
2017-18,4/2/2018,Ath Madrid,Valencia,1,0,H,0,0,D
2017-18,4/2/2018,Espanol,Barcelona,1,1,D,0,0,D
2017-18,4/2/2018,Getafe,Leganes,0,0,D,0,0,D
2017-18,4/2/2018,Girona,Ath Bilbao,2,0,H,1,0,H
2017-18,5/2/2018,Las Palmas,Malaga,1,0,H,0,0,D
2017-18,9/2/2018,Ath Bilbao,Las Palmas,0,0,D,0,0,D
2017-18,10/2/2018,Leganes,Eibar,0,1,A,0,0,D
2017-18,10/2/2018,Malaga,Ath Madrid,0,1,A,0,1,A
2017-18,10/2/2018,Real Madrid,Sociedad,5,2,H,4,0,H
2017-18,10/2/2018,Villarreal,Alaves,1,2,A,0,1,A
2017-18,11/2/2018,Barcelona,Getafe,0,0,D,0,0,D
2017-18,11/2/2018,Celta,Espanol,2,2,D,1,1,D
2017-18,11/2/2018,Sevilla,Girona,1,0,H,0,0,D
2017-18,11/2/2018,Valencia,Levante,3,1,H,1,1,D
2017-18,12/2/2018,La Coruna,Betis,0,1,A,0,0,D
2017-18,16/02/18,Girona,Leganes,3,0,H,2,0,H
2017-18,17/02/18,Alaves,La Coruna,1,0,H,0,0,D
2017-18,17/02/18,Eibar,Barcelona,0,2,A,0,1,A
2017-18,17/02/18,Las Palmas,Sevilla,1,2,A,0,1,A
2017-18,17/02/18,Malaga,Valencia,1,2,A,1,0,H
2017-18,18/02/18,Ath Madrid,Ath Bilbao,2,0,H,0,0,D
2017-18,18/02/18,Betis,Real Madrid,3,5,A,2,1,H
2017-18,18/02/18,Espanol,Villarreal,1,1,D,0,1,A
2017-18,18/02/18,Sociedad,Levante,3,0,H,2,0,H
2017-18,19/02/18,Getafe,Celta,3,0,H,1,0,H
2017-18,21/02/18,Leganes,Real Madrid,1,3,A,1,2,A
2017-18,23/02/18,La Coruna,Espanol,0,0,D,0,0,D
2017-18,24/02/18,Barcelona,Girona,6,1,H,4,1,H
2017-18,24/02/18,Celta,Eibar,2,0,H,0,0,D
2017-18,24/02/18,Leganes,Las Palmas,0,0,D,0,0,D
2017-18,24/02/18,Real Madrid,Alaves,4,0,H,1,0,H
2017-18,25/02/18,Ath Bilbao,Malaga,2,1,H,2,1,H
2017-18,25/02/18,Sevilla,Ath Madrid,2,5,A,0,2,A
2017-18,25/02/18,Valencia,Sociedad,2,1,H,1,0,H
2017-18,25/02/18,Villarreal,Getafe,1,0,H,1,0,H
2017-18,26/02/18,Levante,Betis,0,2,A,0,0,D
2017-18,27/02/18,Espanol,Real Madrid,1,0,H,0,0,D
2017-18,27/02/18,Girona,Celta,1,0,H,1,0,H
2017-18,28/02/18,Ath Bilbao,Valencia,1,1,D,0,1,A
2017-18,28/02/18,Ath Madrid,Leganes,4,0,H,2,0,H
2017-18,28/02/18,Eibar,Villarreal,1,0,H,1,0,H
2017-18,28/02/18,Getafe,La Coruna,3,0,H,2,0,H
2017-18,28/02/18,Malaga,Sevilla,0,1,A,0,1,A
2017-18,1/3/2018,Alaves,Levante,1,0,H,0,0,D
2017-18,1/3/2018,Betis,Sociedad,0,0,D,0,0,D
2017-18,1/3/2018,Las Palmas,Barcelona,1,1,D,0,1,A
2017-18,3/3/2018,La Coruna,Eibar,1,1,D,1,1,D
2017-18,3/3/2018,Leganes,Malaga,2,0,H,0,0,D
2017-18,3/3/2018,Real Madrid,Getafe,3,1,H,2,0,H
2017-18,3/3/2018,Sevilla,Ath Bilbao,2,0,H,2,0,H
2017-18,3/3/2018,Villarreal,Girona,0,2,A,0,1,A
2017-18,4/3/2018,Barcelona,Ath Madrid,1,0,H,1,0,H
2017-18,4/3/2018,Levante,Espanol,1,1,D,0,0,D
2017-18,4/3/2018,Sociedad,Alaves,2,1,H,2,1,H
2017-18,4/3/2018,Valencia,Betis,2,0,H,1,0,H
2017-18,5/3/2018,Celta,Las Palmas,2,1,H,0,0,D
2017-18,9/3/2018,Girona,La Coruna,2,0,H,1,0,H
2017-18,10/3/2018,Eibar,Real Madrid,1,2,A,0,1,A
2017-18,10/3/2018,Getafe,Levante,0,1,A,0,0,D
2017-18,10/3/2018,Malaga,Barcelona,0,2,A,0,2,A
2017-18,10/3/2018,Sevilla,Valencia,0,2,A,0,1,A
2017-18,11/3/2018,Ath Bilbao,Leganes,2,0,H,2,0,H
2017-18,11/3/2018,Ath Madrid,Celta,3,0,H,1,0,H
2017-18,11/3/2018,Espanol,Sociedad,2,1,H,0,1,A
2017-18,11/3/2018,Las Palmas,Villarreal,0,2,A,0,0,D
2017-18,12/3/2018,Alaves,Betis,1,3,A,0,2,A
2017-18,16/03/18,Levante,Eibar,2,1,H,1,0,H
2017-18,17/03/18,Betis,Espanol,3,0,H,1,0,H
2017-18,17/03/18,La Coruna,Las Palmas,1,1,D,1,1,D
2017-18,17/03/18,Sociedad,Getafe,1,2,A,1,1,D
2017-18,17/03/18,Valencia,Alaves,3,1,H,2,0,H
2017-18,18/03/18,Barcelona,Ath Bilbao,2,0,H,2,0,H
2017-18,18/03/18,Celta,Malaga,0,0,D,0,0,D
2017-18,18/03/18,Leganes,Sevilla,2,1,H,1,0,H
2017-18,18/03/18,Real Madrid,Girona,6,3,H,1,1,D
2017-18,18/03/18,Villarreal,Ath Madrid,2,1,H,0,1,A
2017-18,31/03/18,Ath Bilbao,Celta,1,1,D,0,0,D
2017-18,31/03/18,Girona,Levante,1,1,D,0,0,D
2017-18,31/03/18,Las Palmas,Real Madrid,0,3,A,0,2,A
2017-18,31/03/18,Sevilla,Barcelona,2,2,D,1,0,H
2017-18,1/4/2018,Ath Madrid,La Coruna,1,0,H,1,0,H
2017-18,1/4/2018,Eibar,Sociedad,0,0,D,0,0,D
2017-18,1/4/2018,Espanol,Alaves,0,0,D,0,0,D
2017-18,1/4/2018,Leganes,Valencia,0,1,A,0,0,D
2017-18,1/4/2018,Malaga,Villarreal,1,0,H,1,0,H
2017-18,2/4/2018,Getafe,Betis,0,1,A,0,0,D
2017-18,6/4/2018,La Coruna,Malaga,3,2,H,1,1,D
2017-18,7/4/2018,Alaves,Getafe,2,0,H,0,0,D
2017-18,7/4/2018,Barcelona,Leganes,3,1,H,2,0,H
2017-18,7/4/2018,Betis,Eibar,2,0,H,1,0,H
2017-18,7/4/2018,Celta,Sevilla,4,0,H,1,0,H
2017-18,8/4/2018,Levante,Las Palmas,2,1,H,1,0,H
2017-18,8/4/2018,Real Madrid,Ath Madrid,1,1,D,0,0,D
2017-18,8/4/2018,Sociedad,Girona,5,0,H,2,0,H
2017-18,8/4/2018,Valencia,Espanol,1,0,H,1,0,H
2017-18,9/4/2018,Villarreal,Ath Bilbao,1,3,A,0,1,A
2017-18,13/04/18,Girona,Betis,0,1,A,0,1,A
2017-18,14/04/18,Ath Bilbao,La Coruna,2,3,A,0,2,A
2017-18,14/04/18,Barcelona,Valencia,2,1,H,1,0,H
2017-18,14/04/18,Las Palmas,Sociedad,0,1,A,0,1,A
2017-18,14/04/18,Leganes,Celta,1,0,H,0,0,D
2017-18,14/04/18,Sevilla,Villarreal,2,2,D,0,1,A
2017-18,15/04/18,Ath Madrid,Levante,3,0,H,1,0,H
2017-18,15/04/18,Eibar,Alaves,0,1,A,0,1,A
2017-18,15/04/18,Getafe,Espanol,1,0,H,0,0,D
2017-18,15/04/18,Malaga,Real Madrid,1,2,A,0,1,A
2017-18,17/04/18,Celta,Barcelona,2,2,D,1,1,D
2017-18,17/04/18,La Coruna,Sevilla,0,0,D,0,0,D
2017-18,17/04/18,Villarreal,Leganes,2,1,H,1,0,H
2017-18,18/04/18,Espanol,Eibar,0,1,A,0,1,A
2017-18,18/04/18,Real Madrid,Ath Bilbao,1,1,D,0,1,A
2017-18,18/04/18,Valencia,Getafe,1,2,A,0,1,A
2017-18,19/04/18,Alaves,Girona,1,2,A,0,0,D
2017-18,19/04/18,Betis,Las Palmas,1,0,H,0,0,D
2017-18,19/04/18,Levante,Malaga,1,0,H,0,0,D
2017-18,19/04/18,Sociedad,Ath Madrid,3,0,H,1,0,H
2017-18,20/04/18,Leganes,La Coruna,0,0,D,0,0,D
2017-18,21/04/18,Celta,Valencia,1,1,D,0,0,D
2017-18,21/04/18,Eibar,Getafe,0,1,A,0,1,A
2017-18,22/04/18,Ath Madrid,Betis,0,0,D,0,0,D
2017-18,22/04/18,Girona,Espanol,0,2,A,0,1,A
2017-18,22/04/18,Las Palmas,Alaves,0,4,A,0,0,D
2017-18,22/04/18,Malaga,Sociedad,2,0,H,2,0,H
2017-18,23/04/18,Ath Bilbao,Levante,1,3,A,1,2,A
2017-18,27/04/18,Levante,Sevilla,2,1,H,1,1,D
2017-18,28/04/18,Espanol,Las Palmas,1,1,D,0,1,A
2017-18,28/04/18,Real Madrid,Leganes,2,1,H,2,0,H
2017-18,28/04/18,Sociedad,Ath Bilbao,3,1,H,2,0,H
2017-18,28/04/18,Villarreal,Celta,4,1,H,3,1,H
2017-18,29/04/18,Alaves,Ath Madrid,0,1,A,0,0,D
2017-18,29/04/18,Getafe,Girona,1,1,D,1,1,D
2017-18,29/04/18,La Coruna,Barcelona,2,4,A,1,2,A
2017-18,29/04/18,Valencia,Eibar,0,0,D,0,0,D
2017-18,30/04/18,Betis,Malaga,2,1,H,1,1,D
2017-18,4/5/2018,Sevilla,Sociedad,1,0,H,0,0,D
2017-18,5/5/2018,Ath Bilbao,Betis,2,0,H,0,0,D
2017-18,5/5/2018,Celta,La Coruna,1,1,D,1,0,H
2017-18,5/5/2018,Girona,Eibar,1,4,A,0,2,A
2017-18,5/5/2018,Villarreal,Valencia,1,0,H,0,0,D
2017-18,6/5/2018,Ath Madrid,Espanol,0,2,A,0,0,D
2017-18,6/5/2018,Barcelona,Real Madrid,2,2,D,1,1,D
2017-18,6/5/2018,Las Palmas,Getafe,0,1,A,0,0,D
2017-18,6/5/2018,Malaga,Alaves,0,3,A,0,1,A
2017-18,7/5/2018,Leganes,Levante,0,3,A,0,0,D
2017-18,9/5/2018,Barcelona,Villarreal,5,1,H,3,0,H
2017-18,9/5/2018,Sevilla,Real Madrid,3,2,H,2,0,H
2017-18,12/5/2018,Alaves,Ath Bilbao,3,1,H,1,0,H
2017-18,12/5/2018,Betis,Sevilla,2,2,D,1,0,H
2017-18,12/5/2018,Eibar,Las Palmas,1,0,H,1,0,H
2017-18,12/5/2018,Getafe,Ath Madrid,0,1,A,0,1,A
2017-18,12/5/2018,Girona,Valencia,0,1,A,0,0,D
2017-18,12/5/2018,La Coruna,Villarreal,2,4,A,0,3,A
